pdb_id,seed,epoch,AUC,AUPR,LogAUC,MCC,recall_1,recall_5,recall_10,recall_25,recall_50,EF_1,EF_5,EF_10,EF_25,EF_50
2ZEB,0,49,0.40274048215777536,0.01937939682239853,12.715438439023972,0.0,0.047619047619047616,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.6802721088435374,2.0408163265306123,12.925170068027212,29.931972789115648,35.374149659863946
2OAX,0,49,0.2874899582439507,0.011160434246946046,5.913298777050071,0.0,0.47540983606557374,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.950819672131146
1RBQ,0,49,0.28068340881021,0.013021544919303107,6.059990363221573,0.0,0.3,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,24.0
3H0B,0,49,0.24969531044674514,0.01219368244414481,6.241692190637156,0.0,0.07352941176470588,1.0,1.0,1.0,1.0,0.0,0.3676470588235294,2.941176470588235,9.558823529411764,18.75
1LRU,0,49,0.36884419512447325,0.014896917493201652,9.420983624147016,0.0,0.2079207920792079,1.0,1.0,1.0,1.0,0.0,2.9702970297029703,6.9306930693069315,11.881188118811881,26.732673267326735
3ODU,0,49,0.3671899325376232,0.01971562493682504,11.616176510690007,0.0,0.55,0.025,0.025,0.025,0.025,0.0,7.5,10.0,20.0,37.5
1Q4X,0,49,0.4878178814577493,0.0390585792805689,19.40175754038041,0.0,0.4318181818181818,0.23863636363636365,0.1590909090909091,0.011363636363636364,0.011363636363636364,5.681818181818182,19.318181818181817,25.0,30.681818181818183,39.77272727272727
1ULB,0,49,0.7078075331344711,0.14096260813385608,35.46178895487376,0.0,0.8640776699029126,0.6407766990291263,0.6116504854368932,0.5242718446601942,0.4854368932038835,6.796116504854369,54.36893203883495,59.22330097087378,64.07766990291263,71.84466019417476
2HVC,0,49,0.39177480266667786,0.016126655499737155,10.429469118695733,0.0,0.23225806451612904,0.0064516129032258064,0.0064516129032258064,0.0064516129032258064,0.0064516129032258064,1.2903225806451613,5.161290322580645,5.161290322580645,11.612903225806452,27.09677419354839
3FNE,0,49,0.688641995802554,0.0637617079756712,24.625090693274622,0.0,1.0,0.17073170731707318,0.17073170731707318,0.07317073170731707,0.024390243902439025,9.75609756097561,17.073170731707318,17.073170731707318,36.58536585365854,87.8048780487805
2JK7,0,49,0.3249451504739827,0.013315523334447207,6.858314474737959,0.0,0.336734693877551,1.0,1.0,1.0,1.0,0.0,0.0,2.0408163265306123,6.122448979591836,10.204081632653061
3C4F,0,49,0.47139946883965994,0.018455633507721683,13.257351238681654,0.0,0.02459016393442623,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.0,2.459016393442623,8.19672131147541,23.770491803278688,44.26229508196721
3F07,0,49,0.5227067100890307,0.019420206082590718,13.374507442070128,0.0,0.07272727272727272,0.593939393939394,0.593939393939394,0.593939393939394,0.593939393939394,0.0,1.8181818181818181,3.6363636363636362,23.636363636363637,59.3939393939394
2F4J,0,49,0.30400543243166633,0.014802261218249369,8.408250872129594,0.0,0.3314917127071823,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.5524861878453038,3.314917127071823,3.867403314917127,12.70718232044199,24.861878453038674
3OZJ,0,49,0.39509374851240064,0.013784627342588843,8.628536994345968,0.0,0.24107142857142858,1.0,1.0,1.0,1.0,0.0,0.0,0.8928571428571428,4.464285714285714,36.607142857142854
3B2R,0,49,0.47023317499864176,0.01303101314862155,13.27577578413711,0.0,0.11567164179104478,0.011194029850746268,0.011194029850746268,0.011194029850746268,0.011194029850746268,1.8656716417910446,4.850746268656716,5.223880597014925,21.641791044776117,46.64179104477612
1ZW5,0,49,0.019277108433734924,0.020070838252656435,0.41963241310267585,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2RL5,0,49,0.3908953293037979,0.015084728117208707,9.636693156674994,0.0,0.19306930693069307,0.0024752475247524753,0.0024752475247524753,0.0024752475247524753,0.0024752475247524753,0.49504950495049505,1.7326732673267329,3.4653465346534658,9.405940594059405,37.62376237623762
